Season, Episode, Character, Line
6, 89, "Farnsworth", "I'm poking as hard as I can! I'm sorry, Fry,  but I'm afraid Leela is in an irreversible coma."
6, 89, "Bender", "Coma, coma, coma, coma, coma, chameleon!"
6, 89, "Fry", "My soul mate is gone. Why should I go on living?"
6, 89, "Bender", "Because the pain slowly fades but the love is forever."
6, 89, "Fry", "But, what if I forget the sweet sound of her voice or the moist touch of her eyeball on my lips?"
6, 89, "Bender", "Aw! Are you still hung up on Whatshername? Move on already!"
6, 89, "Fry", "Maybe you're right."
6, 89, "Bender", "Maybe I'm always right."
6, 89, "Fry", "Build-A-Bot Workshop? It's time to start living again!"
6, 89, "Fry", "At least it's something to distract me from Leela.  Nah.  Now that I like for some reason."
6, 89, "Robot Leela", "I like jellybeans. Do you?"
6, 89, "Fry", "I sure do, honey."
6, 89, "Farnsworth", "Come now, Fry!  You can't live out this sick fantasy!  Not without our help."
6, 89, "Hermes", "These security tapes record everything at Planet Express. Including the ship, shower, and urinals.Amy"
6, 89, "Amy", "And yet, it still hasn't stopped the elusive bathroom burglar."
6, 89, "Zoidberg", "Maybe he's just trying to feed his family."
6, 89, "Hermes", "Computer, analyze tapes and extract personality profile of one Turanga Leela."
6, 89, "Computer", "Analyzing...analyzing...Checking my eBay bid.  Dammit. Analysis complete."
6, 89, "Fry", "Hey, I was nuzzling that!Computer"
6, 89, "Computer", "Attributes transferred...Shoe size 12...etc."
6, 89, "Robot Leela", "Brace for emergency landing! What? We survived the crash? Oh, Fry!"
6, 89, "Bender", "Party people in the house say,"
6, 89, "Robot Leela", "This is wonderful! The last thing I remember I was dying in an explosion. Yet here I am in the flesh more alive than ever!"
6, 89, "Fry", "Alive?"
6, 89, "Hermes", "You better tell her, Fry."
6, 89, "Robot Leela", "Tell me what?"
6, 89, "Hermes", "Anyway, my work is done. I'm gonna hit the showers."
6, 89, "Robot Leela", "Nibbler, come give mama a hug!  Ow! What the—?! Bad Nibbler! Bad Nibbler!  What are you doing, pooperdoodle? It's me, Leela.[Montage"
6, 89, "Robot Leela", "Am I really just a robot? I mean, I have Leela's memories!  Her opinion of gazelles! (Majestic.)  Her emotions! (Confused and hurt.)"
6, 89, "Fry", "I swear.  I didn't know this would happen.  The only thing I truly know is I love you.  I mean her—Wait, help me out here."
6, 89, "Bender", "Do the Bender! Do the Bender!"
6, 89, "Randy", "No thank you."
6, 89, "Bender", "I said, ""Do it!""[Cut to"
6, 89, "Robot Leela", "The truth is, Fry, I still have feelings for you.  But are they really my feelings? Am I just an automaton or can a machine of sufficient complexity legitimately achieve consciousness?"
6, 89, "Fry", "I agree."
6, 89, "Robot Leela", "I need some time to figure this out.  Until then,  friends?"
6, 89, "Fry", "Okay."
6, 89, "Bender", "Listen up, disco dummies, you just flunked outta Bender's College for Party Knowledge!"
6, 89, "Bender", "Do the back dance! Do the back dance! Ooh...."
6, 89, "Farnsworth (v.o.)", "Good news, everyone...[Scene"
6, 89, "Farnsworth (cont'd)", "I'm going to make one final attempt to awaken Leela.  After all, there's always hope."
6, 89, "Fry", "Really?"
6, 89, "Farnsworth", "No, don't get your hopes up. Frankly, she's just a brainless mound of scabs and pus."
6, 89, "Fry", "Oh! I didn't need to hear that."
6, 89, "Farnsworth", "No, and you don't need to see this."
6, 89, "Machine", "Wake up! Wake up! Wake up! Wake up! Wake up!"
6, 89, "Machine", "Wake up! Wake up! Wake up! Wake up!!!! WAKE UP!!!!!!!!!!!"
6, 89, "Farnsworth", "Well, that's it. I'm afraid traditional medicine has failed."
6, 89, "Fry", "No!  I refuse to give up! Wake up, Leela!  I! Love! You!"
6, 89, "Robot Leela", "Fry, stop. She's gone."
6, 89, "Farnsworth", "Dr. Zoidberg, can you note the time and declare the patient legally dead?"
6, 89, "Zoidberg", "Can I? That's my specialty."
6, 89, "Hermes", "As you all know, Leela's living will states that in the event of coma, her body is to be fed to the wild Cyclophage, a highly endangered creature that eats only cyclopses."
6, 89, "Bender", "Yep, that's what her donor card says."
6, 89, "Fry", "Goodbye, my love."
6, 89, "Farnsworth", "The beast aproacheth."
6, 89, "Bender", "To the beat y'all! To the beat y'all! I'm dancin' a jig wid ma feets y'all!"
6, 89, "Amy (whispering)", "Bender, cut it out! People are trying to have emotions!"
6, 89, "Bender (angry)", "You think I wanna party?  I'm sick of partying!  Woohoo! More partying!"
6, 89, "Leela", "Bender, shut the hell up!"
6, 89, "Farnsworth", "Bender, stop shutting the hell up!"
6, 89, "Bender", "Oh, right.  Leela's back. As if I care. Woo."
6, 89, "Leela", "Thanks. It's so nice to wake up and see—"
6, 89, "Fry", "Leela?!"
6, 89, "Robot Leela", "Leela?"
6, 89, "Leela", "Leela?"
6, 89, "Hermes", "Leela."
6, 89, "Leela", "How is this possible? And can you believe she wore a tank top to my funeral?"
6, 89, "Robot Leela", "Shut up!  We gotta get outta here!"
6, 89, "Leela", "No, you ""Shut up! We gotta get outta here!""Bender"
6, 89, "Bender", "Ooh, yeah, baby, come on!"
6, 89, "Bender", "All aboard the party ship![Cut to"
6, 89, "Leela", "There's no room for two captains' butts in this chair!"
6, 89, "Robot Leela", "There would be if you'd taken a spin class instead of lounging around in a coma!"
6, 89, "Leela (v.o.)", "This is crazy."
6, 89, "Leela", "It's like I'm looking at an exact robot duplicate of myself."
6, 89, "Farnsworth", "That is what you're looking at."
6, 89, "Leela", "Oh.  How could you do this, Fry?"
6, 89, "Fry", "Uh, coma. Sad."
6, 89, "Robot Leela", "I have to go!  This is just too freaky!"
6, 89, "Fry", "Don't get upset, Leela.  She's nothing like you."
6, 89, "Leela", "I have to go!  This is just too freaky!"
6, 89, "Fry", "I need cheering up, Bender.  I dunno.  You wanna go out and party tonight?"
6, 89, "Bender", "I hate partying!  If only I didn't have so much crunk in my badunkadunk!  Ooh, yeah! Come on, babe!"
6, 89, "Fry (sighing)", "Why does everything I date run away?  I love Leela, always and forever.  And if I loved Robot Leela, too..."
6, 89, "Fry (cont'd)", "...well, that's only 'cause she had so much of real Leela in her.  I thought she loved me, too, but, obviously, I was wrong as usual."
6, 89, "Leela", "Wrong again.  You were right."
6, 89, "Fry", "Leela?  Leela Leela?"
6, 89, "Leela", "Leela Leela.  I've been thinking, Fry, if I lost you, I don't think I could stand it, either.  I'd probably build a copy of you, too.  As long as Robo-Leela's not a jealous type like me, thing will wor—"
6, 89, "Robot Leela", "I'll kill you, you slut-clops!  Hee-ya!  He's mine!"
6, 89, "Leela", "Oh, back off, missy!"
6, 89, "Amy", "Somebody do something!  Here, take this."
6, 89, "Fry", "A gun?!  D-Do I really need to—?"
6, 89, "Leela", "Shoot her!  She's the robot!"
6, 89, "Robot Leela", "No, shoot her!  She's the human!"
6, 89, "Fry", "But-But how do I know who's the human and who's the robot?"
6, 89, "Leela", "We just told you!"
6, 89, "Robot Leela", "Yeah, you idiot!"
6, 89, "Fry", "Okay. Fine. If you're gonna be like that, I'm not shooting anyone.  Whoa! Right between the lungs. Man, that was close."
6, 89, "Fry (gasps)", "I'm a robot, too!"
6, 89, "Zoidberg", "Aha!  That explains this growth on your drive shaft."
6, 89, "Robot Fry", "But how is this possible?"
6, 89, "Farnsworth", "Who knows?  Oh, I do.  Allow me to explain what really happened the day the ship crashed."
6, 89, "Fry", "I'll protect you, Leela!  My love is stronger than the vast majority of explosions!"
6, 89, "Farnsworth (v.o.)", "Fry did in fact save Leela, though at a terrible cost to himself.  I tossed him into the stem cells but he just bubbled away like phlegm on a hot sidewalk.Farnsworth (v.o.)"
6, 89, "Farnsworth (v.o.)", "Leela was so upset, she went all Blade Runner and built a duplicate..."
6, 89, "Farnsworth (v.o)", "...then uploaded his personality from the urinal surveillance tapes."
6, 89, "Fry", "I sure love Leela."
6, 89, "Farnsworth (v.o.)", "Alas, in recreating Fry's adorable jelly belly, she had overstuffed him with copper wadding."
6, 89, "Farnsworth (v.o.)", "The inevitable static discharged electrocuted Leela and destroyed both of their short-term memories."
6, 89, "Robot Fry", "So that's why I'm so amazed by these things I already knew."
6, 89, "Farnsworth (v.o.)", "What could I do?  I hung up Leela with the other bone bags and went to procure the final ingredient for my stem cell brew."
6, 89, "Robot Fry", "Professor, my Fry-fro's all frizzy."
6, 89, "Leela", "My god, I can't believe I'll never see that particular Fry again."
6, 89, "Fry", "Hey, where's my shoes?"
6, 89, "Robot Fry", "Fry!"
6, 89, "Fry", "Oh, I'm sorry. I didn't realize I was already here. Wait, what's with all the Leelas?"
6, 89, "Robot Fry", "Trust me, don't ask."
6, 89, "Fry", "Okay, dork. Listen, I'm gonna hit the urinal, maybe talk about myself a little bit, then—"
6, 89, "Robot Leela", "Hang on!  It's time to sort things out.  The truth is I love Fry.  That Fry."
6, 89, "Robot Fry", "And I love Leela.  Any Leela."
6, 89, "Robot Leela", "We're robots and we're in love. Let's ditch these meat jackets."
6, 89, "Robot Fry", "Whoa, cool!"
6, 89, "Robot Fry", "Hasta la vista, wiener!"
6, 89, "Robot Leela", "We'll be back...for our stuff."
6, 89, "Amy", "Why did their voices change?"
6, 89, "Farnsworth", "That's the one thing we'll never truly understand."
6, 89, "Fry", "Uh, this is a bit awkward.  Or is it?"
6, 89, "Leela", "I'm not sure. I lost track around the second robot."
6, 89, "Fry", "Well, you know how I feel.  I waited for you for a thousand years.  I can wait a little longer."
6, 89, "Bender", "Pffft!  What a load of mush!  I've had it!"
6, 89, "Amy (gasps)", "He's gonna blow!"
6, 89, "Farnsworth", "Party, Bender!  Party for your life!"
6, 89, "Bender", "No chance, hot pants!  I'd rather die and kill all of you than party for one more millisecond!"
6, 89, "Leela", "The cyclops eater!"
6, 89, "Bender", "Hold on, mac!  It ain't like that!"
6, 89, "Bender", "Geez, what's it take to kill me?"
6, 89, "Farnsworth", "Bender, you blew out your excess capacity!  You're cured!"
6, 89, "Bender", "Oh, sweet mercy.  My hellish nightmare is over. I never have to party again."
6, 89, "Fry", "Well, that's that, then.  We're back, everyone!"
6, 89, "Bender", "Party!!"
6, 89, "Zapp", "Wheeee!"
6, 90, "Transition Announcer", "And now, The Transcredible Exploits of Zapp Brannigan!  Brought to you by Bartley's Rocket Wax."
6, 90, "Zapp", "I wax my rocket every day."
6, 90, "Emperor Chop Chop", "No one can save you now, Leela."
6, 90, "Leela Actress", "Well, what about Zapp Brannigan?"
6, 90, "Emperor Chop Chop", "Well, obviously, Zapp Brannigan can save you, but—  Zapp Brannigan!"
6, 90, "Zapp", "So, Emperor Chop Chop, once again we meet at last! Drop that space gun or I'll shoot!  Like so!"
6, 90, "Leela Actress", "Oh, Zapp!  Tie me back up and ravish me!"
6, 90, "Zapp", "I'd like to, Leela.  So I will."
6, 90, "Zapp", "Ooh, yeah, shake it, baby. Shake it like—   I surrender and volunteer for treason!"
6, 90, "Kif", "Emergency summons from the President, captain."
6, 90, "Zapp", "Oh, it's you.  Just let me freshen up.  Computer, captain's musk."
6, 90, "Zapp", "The long dramatic corridor.  That's never a good sign."
6, 90, "Scanner", "Glove recognized. Proceed, Mrs. Eisenhower.Zapp"
6, 90, "Zapp", "Mr. President, what the hell?"
6, 90, "Nixon", "At ease, Brannigan."
6, 90, "Nixon", "What you're about to see is highly classified. Reptillicus, hit the thingy."
6, 90, "Nixon", "At 0000 hours, Planet XXX was attacked by a mysterious death sphere."
6, 90, "Zapp", "Magnify that death sphere.  Why's it still blurry?"
6, 90, "Kif", "That's all the resolution we have. Making it bigger doesn't make it clearer."
6, 90, "Zapp", "It does on CSI"
6, 90, "Nixon", "They fought back with advance military hardware, but it was like shooting BB's at Bebe Rebozo."
6, 90, "Zapp", "That poor brave hardware."
6, 90, "Nixon", "The sphere then fired some kind of hellish blackout ray.  Erased that planet like eighteen minutes of incriminating tape."
6, 90, "Zapp", "Oh, I just wish I understood why.  Why I should care."
6, 90, "Nixon", "Because the death sphere is now on course for Earth! Rowrowooooooo!!"
6, 90, "Zapp", "My god, we're defenseless. Like fish in a barrel."
6, 90, "Nixon", "Options?"
6, 90, "Zapp", "My instinct is to hide in this barrel.  Like the wily fish."
6, 90, "Nixon", "Then we're down to our last hope.  A radical new weapon built by a visionary scientist I once dismissed as crazy."
6, 90, "Farnsworth", "Let's see how crazy I am now, Nixon!  The correct answer is"
6, 90, "Nixon", "Alright, Professor. Sock it to me!"
6, 90, "Farnsworth", "Top secret news, everyone! I've developed a tiny one-man stealth fighter that's virtually undetectable."
6, 90, "Zapp", "How undetectable?"
6, 90, "Farnsworth", "It's right in front of you."
6, 90, "Zapp", "I find that—OW! —to believe."
6, 90, "Bender", "But how exactly is this Happy Meal toy gonna destroy a giant death sphere?"
6, 90, "Farnsworth", "From within.  This ship should be able to sneak undetected through the sphere's one vulnerable opening."
6, 90, "Hermes", "What vulnerable opening?"
6, 90, "Farnsworth", "All death spheres have one vulnerable opening."
6, 90, "Zoidberg", "Well, sure, but who's brave enough to fly into something we all keep calling a ""death sphere""?"
6, 90, "NIxon", "I say Brannigan."
6, 90, "Zapp", "I say no."
6, 90, "Leela", "I say me."
6, 90, "Nixon", "I say Leela."
6, 90, "Leela", "I say yes."
6, 90, "Fry", "I say no."
6, 90, "Zapp", "I say Leela, too."
6, 90, "Leela", "I say yes again."
6, 90, "Zapp", "I say I shall join her."
6, 90, "Leela", "But it's only a one-man craft...I say."
6, 90, "Zapp", "There'll only be one man.  Me.  How would you feel if I rode rear as your personal tail gunner?"
6, 90, "Leela", "Creeped out."
6, 90, "Zapp", "Then it's decided."
6, 90, "Leela", "Are you sure I have to sit in your lap?"
6, 90, "Zapp", "It'll help us achieve maximum thrust."
6, 90, "Fry", "I made you some trail mix for the flight.  Also this picture to remember me by."
6, 90, "Leela", "You hold on to it.  I'll be back soon."
6, 90, "Farnsworth", "Activate stealth shielding."
6, 90, "Leela", "Liftoff!"
6, 90, "Zapp", "I'll rodger that."
6, 90, "Fry", "Did anyone else feel aroused and jealous and worried?"
6, 90, "Bender", "I haven't felt much of anything since my guinea pig died."
6, 90, "Leela", "Death sphere in range.  Engaging holographic targeting.   Activating the Force."
6, 90, "The Force", "Feel the entrance, Leela. Destination on your left in...  zero point three  miles."
6, 90, "Zapp", "Zapp to Leela"
6, 90, "Leela", "We better whisper."
6, 90, "Zapp", "Switching to pillow talk mode."
6, 90, "Leela", "Look.  What are those huge letters?"
6, 90, "Zapp", """V-GINY?"" Doesn't ring a bell."
6, 90, "Farnsworth (v.o.)", "Hmmm...."
6, 90, "Farnsworth", "I don't like the looks of this ""V-GINY.""  Does anyone recognize those call letters?"
6, 90, "Hermes", "Nope.  It's not in the Janeway's Guide either."
6, 90, "Farnsworth", "Deciphering that ID code is critical.  I'll be in the Chamber of Understanding."
6, 90, "Leela", "This is it! The moment we should've trained for!"
6, 90, "Leela", "Holy cr—"
6, 90, "Zapp", "Incoming yucky!"
6, 90, "Leela", "Firing pocket rocket!"
6, 90, "Zapp", "Don't panic, Leela! Go go go go go!"
6, 90, "Leela", "I hope this is the control stick!"
6, 90, "Zapp", "Captain's Log"
6, 90, "Transition Announcer", "And now, back to The Transcredible Exploits of Zapp Brannigan!"
6, 90, "Zapp", "Chapter Two"
6, 90, "Zapp", "Leela, wake up! I can't face this mysterious planet alone without you or someone like you."
6, 90, "Leela", "Zapp?  Zapp, wake up!"
6, 90, "Zapp", "Leela? Where are we."
6, 90, "Leela", "We crashed on an uncharted planet.  When I woke up, I was pinned under this tree. Can you help me?"
6, 90, "Zapp", "If anyone can move it, I can.  No one can move it. Are you hurt?"
6, 90, "Leela", "No. But I'm so thirsty.  This spacesuit is making me sweat like a sow."
6, 90, "Zapp", "Me, too. We better strip them off and continue surviving au naturel."
6, 90, "Leela", "Uh, I suppose so."
6, 90, "Zapp", "Here.  We can cover ourselves with these sticky sap-covered leaves.  I'll try to avert my eyes from your nudery."
6, 90, "Leela", "You will?  Eh, what's the point? You'll have to look sooner or later."
6, 90, "Zapp", "Well, I promise not to abuse the privilege. For now, I better scout around for food and water and help."
6, 90, "Leela", "What a thoughtful and considerate thing to say.  What the hell's wrong with you?"
6, 90, "Zapp", "I'm not quite sure. Perhaps it's the fresh air or a severe head injury.  In any case, I'm off."
6, 90, "Leela", "If you see any steaks, that'd be good!"
6, 90, "Fry", "Why isn't Leela back yet?  Do you think she's okay?"
6, 90, "Bender", "How should I know?  And how come you never ask if I'm okay?  I'm feelin' a little neglected here!"
6, 90, "Fry", "Oh, sorry. Are you okay, Bender?"
6, 90, "Bender", "Shut up!"
6, 90, "Hermes", "What difference does it make?  When that death sphere gets to Earth, we'll all be blown to Manwich meat!"
6, 90, "Amy", "Well, I guess it's time to indulge in some end-of-the-world debauchery.  Who's up for an orgy?"
6, 90, "Zoidberg", "Maybe a Parcheesi tournament."
6, 90, "Farnsworth", "Belay that Parcheesi tournament! I've identified the death sphere! We may yet have a faint hope of survival!"
6, 90, "Zoidberg", "Still, a Parcheesi tournament."
6, 90, "Farnsworth", "This is a top secret military satellite launched by the Air Force in 1998."
6, 90, "Farnsworth (cont'd)", "And this is a top secret FCC satellite launched that same year to censor indecent TV programs."
6, 90, "Bender", "Like The Pimpsons? And Assarama?"
6, 90, "Farnsworth", "Precisely.  However, the satellites collided shortly after launch and were never heard from again."
6, 90, "Zoidberg", "I found the board!"
6, 90, "Farnsworth", "Now, I've simulated that collision using Shrapnovision(?)."
6, 90, "Fry", "Granted, all that makes perfect sense, but why is this death sphere destroying planets?"
6, 90, "Farnsworth", "That makes the most sense of all.  Look at the planets it's destroyed so far.  First came XXX, the nude beach planet.  Then Poopiter.  /* <!.getAttribute('data-cfhash'))return t}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */$!#%&"" comes on screen.] And finally that world that can't be mentioned in polite company."
6, 90, "Fry", "You mean..."
6, 90, "Amy", "Aw!"
6, 90, "Farnsworth", "How dare you!?"
6, 90, "Amy", "Shame on—"
6, 90, "Hermes", "So the death sphere is ""censoring"" indecent planets?"
6, 90, "Farnsworth", "Indeed.  And we're next if we can't keep it in our collective pants!  Our sole hope is to persuade the people of Earth to abandon their smutty ways."
6, 90, "Amy", "So the orgy's off?"
6, 90, "Leela", "So thirsty.  Why couldn't a water fountain have fallen on me?"
6, 90, "Zapp", "I couldn't find any water.  But the moisture in these fruit and nut berries should sustain you."
6, 90, "Leela", "Thank you."
6, 90, "Zapp", "I climbed perilously high into the trees to pick them, yet I saw no sign of intelligent life."
6, 90, "Leela", "Bummer."
6, 90, "Zapp", "Moreover, the crash totally destroyed our ship."
6, 90, "Leela", "So we're stuck here until someone finds us?"
6, 90, "Zapp", "Alas, that may never happen.  Stealth technology makes the ship impossible to locate yet easy to stub your crotch on."
6, 90, "Leela", "Well, there's worse places to be marooned.  Plenty of food, mild climate."
6, 90, "Zapp", "It's a veritable Garden of Eden."
6, 90, "Leela", "It is?"
6, 90, "Snake", "Hello."
6, 90, "Leela", "Did that snake say, ""Hello""?"
6, 90, "Zapp", "No, we're both delirious from dehydration."
6, 90, "Snake", "Just like Adam and Eve."
6, 90, "Farnsworth (v.o.)", "We can still save Earth.  People are sure to clean up their act when presented with cold hard facts by rational folks like us."
6, 90, "Farnsworth", "The end is near! Repent thy sins!"
6, 90, "Sal", "I'll thinks it overs while I engages this five dollar hooker."
6, 90, "Fry", "Don't do it! It's not worth it!"
6, 90, "Petunia", "Okay, make it three dollars."
6, 90, "Sal", "Yuck! I don't wants no three-dollar hooker.  I'm goin' backs to the adults bookstore."
6, 90, "Fry", "Adult bookstore?  I thought this was the public library."
6, 90, "Bender", "Nope, pubic library."
6, 90, "Leela", "Zapp?  Where are you?  Oh, God, I'm actually starting to miss him."
6, 90, "Snake", "Maybe you two belong together."
6, 90, "Leela", "We do not.  And you can't talk."
6, 90, "Snake", "Oh, come on!  It must be an awful temptation. Zapp"
6, 90, "Zapp", "Guess who just killed a woodchuck with his bare feet?  I thought I'd whip us up some shelter, make this a little more like home."
6, 90, "Leela", "I do miss the Earth terribly.  I wonder if it's even still there."
6, 90, "Zapp", "Let's find out together.  I'll brave the ship's wreckage to fetch you the telescope."
6, 90, "Leela", "That's so sweet."
6, 90, "Snake", "I'm just sayin' is all."
6, 90, "Farnsworth", "I know my new plan is a long shot, but it's the only hope left."
6, 90, "Hermes", "Well, now I've heard everything  on my eyePod.  So, do you have a new plan, Professor, and is there any hope left?"
6, 90, "Farnsworth", "Indeed.  We're here on Earth's last unspoiled acre to show the death sphere there's still purity in the world.  Begin transmitting."
6, 90, "Farnsworth", "Commence purity chant."
6, 90, "Fry", "Hey, I'm proud of you, Bender. Avoiding sin for almost a full minute.   Bender?"
6, 90, "Bender (v.o.)", "Aw, yeah, baby. You're quite a dish.Farnsworth"
6, 90, "Farnsworth", "Bender, stop!! STOP!!"
6, 90, "Bender", "Aw, quiet, you riot.  What's the worst that could happen?"
6, 90, "Leela (v.o.)", "No!"
6, 90, "Leela", "No!  Earth is gone!  We're the only two humans left in the universe!"
6, 90, "Zapp", "Oh, God, I'm sorry, Leela."
6, 90, "Leela", "Maybe — Maybe this was meant to be. Maybe you and I were meant to build a new world here."
6, 90, "Zapp", "We can avoid humanity's mistakes."
6, 90, "Leela", "Like the tuba."
6, 90, "Zapp", "Yes.  We'll be like Adam and Eve."
6, 90, "Leela", "Only without the tuba."
6, 90, "Zapp", "And we'll beget little Zapp Jr. and Leela Jr. and they'll have kids of their ow—Yecch!  Is that really what happened in the Bible?!"
6, 90, "Leela", "It's a sick and twisted book of holiness all right."
6, 90, "Zapp", "Then we'll write our own Bible, with less Sodom and more Gomorra."
6, 90, "Leela", "Let's do it.  I shall become the mother of a new world, trapped here under this tree.  The Tree of Knowledge!  Look, it even has apples!  Ow!  Wow!  Come here, Adam, partake of my forbidden fruit."
6, 90, "Zapp", "Thee will be done."
6, 90, "Leela", "Wait!  One more bite before we begin the begetting.   Mmm, juicy.  Those nut berries you found were so salty, I—I couldn't think straight.  I mean, not to belabor it, but they were as salty as that bag of trail mix Fry gave me.  Exactly as salty.  Hey!  Wait a second!"
6, 90, "Zapp", "Uh...woh...ih...Giiiiiiiiiiiiiiiiiiiiiiiiih—I have a terrible confession to make!"
6, 90, "Zapp (v.o.)", "You see, when I first went foraging, what I actually found was the smoldering wreckage of the ship.  Ignoring all danger, I charged inside to liberate our provisions."
6, 90, "Leela", "So this is the trail mix Fry gave me!"
6, 90, "Zapp", "Yes!  I exaggerated when I said I picked it from the treetops.  I just wanted you to think  a little better of me."
6, 90, "Leela", "Well, your motives were good.  And we were both loopy from dehydration.  Hey, wait!  You've been doing an awful lot of urinating!"
6, 90, "Zapp", "Ooooooiiiiiiigeeeaaaaaaaaaah, there's plenty of water! You see...[Flashback"
6, 90, "Zapp (v.o.)", "...after I selflessly rescued the trail mix, I braved the flames once more in search of fluids."
6, 90, "Leela", "Then why didn't you give me any?"
6, 90, "Zapp", "I though it might help you forget your intense hatred for me if you were a teensy bit delirious."
6, 90, "Leela", "So you let me dehydrate while you washed down the trail mix with imported mineral water?"
6, 90, "Zapp", "Diiiiiiiiaaaaaaaaaah, not exactly.[Flashback"
6, 90, "Zapp (v.o.)", "You see, besides the trail mix, the minibar also contained Doritos, beef jerky and a generous assortment of fine chocolates."
6, 90, "Zapp", "I wanted to offer you the chocolates, I truly did.  But I was concerned about your waistline.  Very concerned."
6, 90, "Leela", "It's because I haven't been exercising.  If only this tree hadn't fallen on me by chance.   Oh, dear God!"
6, 90, "Zapp", "Gluuuuuuuuyiiiiiiiiiiiih, it was just after we crashed!"
6, 90, "Zapp (v.o.)", "I awoke first to find you trapped."
6, 90, "Zapp", "Leela.  Leela! Wake up!"
