Season, Episode, Character, Line
2, 14, Bender, "Of course I do. Right now I feel sorry for you."
2, 14, Leela, "You do?"
2, 14, Bender, "Yeah. I mean, one cantaloupe-sized bloodshot eye? You ain't winning no beauty pageants, lady."
2, 14, Farnsworth, "And so we say goodbye to our beloved pet, Nibbler, who's gone to a place where I too hope one day to go"
2, 14, Leela, "I wouldn't feel so bad if Bender just understood the pain he caused me."
2, 14, Calculon, "Give it to me straight, doctor, don't sugarcoat it."
2, 14, Doctorbot, "Very well. Your entire family died when a plane piloted by your fiancée crashed into your uninsured home. And you have inoperable cancer."
2, 14, Bender, "Bet you weren't expecting that one, Calculon!"
2, 14, Amy, "It's like he doesn't understand simple humanoid emotion."
2, 14, Leela, "I wish just once Bender could feel exactly what I feel."
2, 14, Farnsworth, "Actually, through the miracle of science, that can be arranged."
2, 14, Fry, "Uh-oh. Is this gonna be another crazy experiment that crosses a line Man was not meant to cross?"
2, 14, Linda, "The official death toll in that tragic rocket crash has now been raised to 54,000."
2, 14, Bender, "Hey, what the hell are you doing with my head?"
2, 14, Farnsworth, "I need to tinker in it."
2, 14, Bender, "Why don't you just use a potted plant like Fry?"
2, 14, Farnsworth, "Quiet, you. I'm installing an empathy chip."
2, 14, Fry, "And that'll allow Bender to feel other people's emotions?"
2, 14, Farnsworth, "Yes. If by ""allow"" you mean ""force""."
2, 14, Bender, "Ooh! Ow! Son of a-- Careful with that! Ow..."
2, 14, Farnsworth, "Oh, dear. Oh, my. I got it. Once more."
2, 14, Bender, "Ow! Professor!"
2, 14, Farnsworth, "Steady now."
2, 14, Bender, "Ow!"
2, 14, Farnsworth, "There we go.  Now I'll simply tune it to Leela's emotional frequency."
2, 14, Bender, "My God! I'm overcome with ... feelings. I'm experiencing a powerful yearning to ... to cram my gullet full of mackerel heads."
2, 14, Zoidberg, "That's me, baby!"
2, 14, Farnsworth, "Hmm."
2, 14, Bender, "Now I'm worried that I'm not as smart as Leela, but at the same time I feel relieved that I'm cuter than her."
2, 14, Amy, "Uh ... that's me."
2, 14, Fry, "Thanks for covering."
2, 14, Bender, "This time I miss Nibbler and I'm feeling nosy and opinionated."
2, 14, Amy, "Bingo!"
2, 14, Hermes, "That's Leela!"
2, 14, Leela, "Thank you, Professor. I'm happy that Bender can finally feel my pain."
2, 14, Bender, "Happy. I like this feeling. Just don't revert to your usual mopey self."
2, 14, Leela, "I'm not mopey. You shut up!"
2, 14, Bender, "Anger, huh? How dare you make me feel anger, you one-eyed jerk with a dead pet!"
2, 14, Leela, "Thanks for taking me out, Amy. I feel slightly less miserable already."
2, 14, Amy, "Hey, you know what'd cheer you up? You should get a puppy."
2, 14, Leela, "A puppy? Nibbler loved to eat puppies."
2, 14, Fry, "What's your problem?"
2, 14, Bender, "I miss Nibbler."
2, 14, Fry, "You do?"
2, 14, Bender, "Hell, no! It's Leela's stupid feelings.  Why can't she just drink herself happy like a normal person?"
2, 14, Bender, "Uh-oh, jealousy.   You think you're so hot!"
2, 14, Fry, "What?"
2, 14, Bender, "The only reason you get all the guys is because you dress like a tramp!"
2, 14, Fry, "They're just responding to my personality."
2, 14, Amy, "Um, Leela? Armando and I are going to the back seat of his car for coffee. You gonna be alright here by yourself?"
2, 14, Leela, "Sure. I'm having a great time -- really. You two go enjoy yourselves."
2, 14, Bender, "I'm so lonely. I'm gonna go eat a bucket of ice cream.   A bucket of--"
2, 14, Fry, "The spoon's in the foot powder."
2, 14, Bender, "I'm at the end of my rope. I can't live another minute without poor, sweet Nibbler."
2, 14, Fry, "Too bad he wasn't an alligator. Y'know, when you flush those things, they stay alive in the sewers."
2, 14, Bender, "Really?"
2, 14, Fry, "Yep. My friend's cousin's caseworker saw one once. It's a widely-believed fact."
2, 14, Bender, "Hmm, sewers.  Thinking, thinking, thinking."
2, 14, Bender, "Hang on, Nibbler. Uncle Bender's coming to save you.  Damn, it's too small.  What did those human design this for anyway?  Aha! Bender, one; toilet, zero!  See you on the other side!"
2, 14, Fry, "Bender? Bender?"
2, 14, Fry, "Have you seen my sombrero?"
2, 14, Leela, "Now he's flushed himself down the toilet? Who's he gonna flush next?"
2, 14, Fry, "Hey, it's your fault. He only flushed himself because your emotions made him feel bad."
2, 14, Leela, "You're right. I feel terrible."
2, 14, Fry, "Oh, great, now you're making him feel worse!"
2, 14, Leela, "I guess we'd better go down into the sewers and look for him."
2, 14, Amy, "Are you crazy? There's mutants down there! They'll eat you alive."
2, 14, Zoidberg, "They're hideous!"
2, 14, Leela, "There's no such thing as mutants. That's a ridiculous urban myth."
2, 14, Farnsworth, "Oh, don't be so sure. Many scientists believe humans really could mutate down there. Uh, due to exposure to toxic waste and radioactive run-off and good old American faeces!"
2, 14, Fry, "God bless America."
2, 14, Fry, "Phew! Uh, ladies first."
2, 14, Fry, "Oh, and the aftertaste!"
2, 14, Leela, "What is it?"
2, 14, Fry, "I burned my finger."
2, 14, Leela, "OK, check the guidebook."
2, 14, Fry, "Looks like we're under Park Avenue. Ooh, ritzy! Just think"
2, 14, Leela, "Wait, what's that?"
2, 14, Bender, "I never should have thrown out the manual."
2, 14, Leela, "Bender, you didn't have to come down here."
2, 14, Bender, "I know. But I just missed Nibbler so much."
2, 14, Leela, "He was so cute."
2, 14, Bender, "He was so sweet."
2, 14, Fry, "Eck! This emotional display is making me nauseous.  Or maybe it's whatever that is."
2, 14, Leela, "Nibbler?"
2, 14, Bender, "Nibbler?"
2, 14, Leela, "It's no use. We'd better turn back. Which way, Fry?"
2, 14, Fry, "Hmm. According to this map, the only way out is through ... that pipe.  Don't worry. It gets wider after about a mile."
2, 14, Leela, "Idiot."
2, 14, Bender, "Idiot."
2, 14, Fry, "OK, OK, never mind. I'll just ask those people for directions."
2, 14, Leela, "Mutants!"
2, 14, Leela, "Mutants! They're real!"
2, 14, Fry, "I'll take care of this!  Back! Back!"
2, 14, Vyolet, "Thanks, handsome."
2, 14, Dwayne, "Please, do not be frightened, we're harmless."
2, 14, Raoul, "I have three arms."
2, 14, Dwayne, "I said ""harmless"" not ""armless""."
2, 14, Vyolet, "Lay off him. You know he's only got one ear."
2, 14, Fry, "Hey, aren't you supposed to be eating our brains? You're mutants."
2, 14, Dwayne, "Mutants? Perhaps it is you who are the mutants."
2, 14, Vyolet, "Please, Dwayne, have you looked in a mirror lately?"
2, 14, Raoul, "Welcome to our village. It may not be Paris but it has a certain quaint charm that I, for one, wouldn't trade for the world."
2, 14, Bender, "You guys realise you live in a sewer, right?"
2, 14, Dwayne, "Perhaps. But perhaps your civilisation is merely the sewer of an even greater society above you."
2, 14, Leela, "No, we're on the top."
2, 14, Fry, "Daylight and everything."
2, 14, Vyolet, "It must be wonderful."
2, 14, Bender, "Eh."
2, 14, Leela, "Listen. We actually came down here to find our pet, Nibbler. He got flushed down the toilet."
2, 14, Raoul, "Well if he got flushed down the toilet he probably came through here. Everything always does. Follow me.  All that is ours was once flushed down your toilets. Over there is our aquarium.  This is our library."
2, 14, Bender, "Nothing but crumpled porno and Ayn Rand."
2, 14, Raoul, "And over here is our church."
2, 14, Fry, "Wow. You guys worship an unexploded nuclear bomb?"
2, 14, Vyolet, "Yeah, but nobody's that observant. It's mainly a Christmas and Easter thing."
2, 14, Leela, "Nibbler?"
2, 14, Bender, "Come to Daddy, sweetie-ookums."
2, 14, Fry, "So, is it true that alligators flushed down the toilet survive down here?"
2, 14, Vyolet, "No. That's just an urban legend."
2, 14, Bender, "Then what are those?"
2, 14, Vyolet, "Crocodiles."
2, 14, Raoul, "We keep them as pets. Then, when they grow too large, we flush them down into the sub-sewer."
2, 14, Dwayne, "Some say there's a freakish race of sub-mutants down there."
2, 14, Vyolet, "Please, that's just a sub-urban legend."
2, 14, Dwayne, "Oh? Then I suppose you also don't believe in ...  ... El Chupanibre."
2, 14, Leela, "El Chupanibre? What's that?"
2, 14, Dwayne, "Gather round, children, for the legend of El Chupanibre.(singing) He creeps and crawls in the midnight hush,Silent as a low-flow toilet flush,Watch your step,'Cause sooner or later,He'll eat you whole,And half your alligator."
2, 14, Vyolet, "Crocodile."
2, 14, Dwayne, "Whatever."
2, 14, Leela, "Wait. Our pet Nibbler loves fresh crocodile. It's his favourite treat. He must be El Chupanibre."
2, 14, Bender, "Hey, yeah!"
2, 14, Raoul, "You unleashed the dreaded El Chupanibre upon us? Then you are our sworn enemies."
2, 14, Leela, "You don't understand. He would never hurt people. Let us help you capture him."
2, 14, Dwayne, "Impossible. If the legend is true, our only hope is to offer him a snack-rifice."
2, 14, Raoul, "Yes. An unspoiled virgin."
2, 14, Leela, "I volunteer."
2, 14, Vyolet, "Nice try, Leela, but we've all seen Zapp Brannigan's webpage."
2, 14, Bender, "Oh, I made myself feel bad."
2, 14, Raoul, "She'll have to do. Chain her to the post!  And rip her shirt a little.  Behold. When El Chupanibre comes for the, uh, ""virgin"", he will be snared by this rope trap."
2, 14, Dwayne, "Shh. El Chupanibre comes soon. It is nightfall."
2, 14, Leela, "Nightfall? How can you tell down here?"
2, 14, Dwayne, "The tide is coming in."
2, 14, Vyolet, "Quiet! The beast approaches."
2, 14, Bender, "Nibbler! Aw, come here, precious!  Look, everyone, it's El Chupanibre."
2, 14, Dwayne, "That's not El Chupanibre."
2, 14, Bender, "Say what?"
2, 14, Dwayne, "That's El Chupanibre."
2, 14, Fry, "I'll take care of this."
2, 14, Leela, "Bender, do something."
2, 14, Bender, "I'm too scared."
2, 14, Fry, "Leela, your scaredness is being transmitted straight to Bender. If you care about Nibbler, stop caring about him!"
2, 14, Leela, "I can't. I love every living creature."
2, 14, Fry, "Even me?"
2, 14, Leela, "As a friend."
2, 14, Fry, "Damn."
2, 14, Bender, "Listen to me, Leela"
2, 14, Leela, "Well, I could use a new tank top."
2, 14, Bender, "Bigger! Bigger!"
2, 14, Leela, "A fashionable tank top. And designer boots ... encrusted with jewels."
2, 14, Bender, "Don't stop now, you'll need some pants to go with that outfit."
2, 14, Leela, "Yeah. And I could afford it all if I didn't have to feed that stupid Nibbler."
2, 14, Bender, "Bender is back. I'll save you, Nibbler."
2, 14, Fry, "Bender's gonna be killed!"
2, 14, Leela, "You know what else I could use? A weekend at one of those fancy spas. And a Toblerone."
2, 14, Fry, "Yeah!"
2, 14, Leela, "You did it!"
2, 14, Raoul, "Let's have a tissue-tape parade!"
2, 14, Bender, "No, thanks!"
2, 14, Dwayne, "Gather round, children, to hear the legend of Bender.(singing) He came from above with a--(talking) It's gonna be many a year before someone flushes another guitar string."
2, 14, Farnsworth, "That was a disgusting story."
2, 14, Leela, "And it's all thanks to Bender. I love you, Bender."
2, 14, Bender, "I love you too.  Get that stupid chip out of me before I kill myself!"
2, 14, Farnsworth, "Bender, you won't believe this, but the empathy chip burned out. The emotion you felt for Nibbler was actually your own."
2, 14, Fry, "Looks like Bender learned an important lesson about respecting other people's feelings afterall."
2, 14, Farnsworth, "No, I'm wrong. The empathy chip was running at triple capacity."
2, 14, Bender, "And I still barely felt anything. Goodnight, losers!"
2, 14, Leela, "You know, Bender may not have learned anything from me, but I think I actually learned something from him.   So long, jerkwads!"
2, 14, Farnsworth, "So long!"
2, 15, Fry, "Hmm. Horsey to pointy guy six.  Check."
2, 15, Bender, "Hmm. Get him, boys!"
2, 15, Fry, "Good move."
2, 15, Farnsworth, "Good news, everyone.  We have a mission to further the noble cause of intergalactic peace."
2, 15, Bender, "Nope. Watching cartoons."
2, 15, Fry, "Sorry."
2, 15, Leela, "What's the mission?"
2, 15, Farnsworth, "It's a delivery for the Democratic Order Of Planets."
2, 15, Fry, "DOOP? What's that?"
2, 15, Farnsworth, "It's similar to the United Nations from your time, Fry."
2, 15, Fry, "Uh..."
2, 15, Hermes, "Or like the Federation from your Star Trek programme."
2, 15, Fry, "Oh!"
2, 15, Farnsworth, "Tonight is the ribbon-cutting for the DOOP's new headquarters."
2, 15, Leela, "What are we delivering?"
2, 15, Farnsworth, "Something without which no ribbon-cutting ceremony could proceed. The ceremonial oversized scissors."
2, 15, Leela, "We'll get them there as quickly as we can."
2, 15, Farnsworth, "Alright, but don't run with them."
2, 15, Fry, "Wow! There's a million aliens. I've never seen anything so mind-blowing. Ooh, a reception table with muffins!"
2, 15, Glab, "Ladies and gentlemen, welcome to the ribbon-cutting ceremony of the DOOP's magnificent new headquarters. A fitting home for an organisation that has fostered peace throughout the universe. Even between the Insectoids and the Space Lizards."
2, 15, Fry, "So, what's it like on planet Amazonia?"
2, 15, Amazonian, "Big rats there. Me crush with club."
2, 15, Fry, "That's so interesting. Maybe we could get to know each other over a coffee."
2, 15, Glab, "I can think of no better place for this centre of diplomacy than here in orbit around the Neutral Planet.  What are your thoughts on this momentous occasion, Your Neutralness?"
2, 15, Neutral President, "I have no strong feelings one way or the other."
2, 15, Zapp, "I hate these filthy Neutrals, Kif. With enemies you know where they stand but with Neutrals, who knows? It sickens me.  Halt.  Why, Leela, I do believe we've met."
2, 15, Bender, "He means you guys did it."
2, 15, Leela, "If you don't mind, we're here to deliver the scissors for the ribbon-cutting."
2, 15, Zapp, "Then you're under arrest."
2, 15, Leela, "What for?"
2, 15, Zapp, "How do I know these scissors aren't part of some Neutral plot?"
2, 15, Leela, "But they're not even sharp. Who could I possibly hurt with them?"
2, 15, Zapp, "The Yarn People of Nylar 4?  So, a plan to assassinate a weird-looking alien with scissors. How very Neutral of you."
2, 15, Leela, "What?"
2, 15, Zapp, "It was almost the perfect crime, but you forgot one thing"
2, 15, Kif, "Why?"
2, 15, Zapp, "So beautiful, yet so neutral.  Drag them to the ship."
2, 15, Glab, "And now, to cut the ribbon, the legendary DOOP captain who just returned from a triumphant carpet-bombing of Eden 7, Zapp Brannigan."
2, 15, Zapp, "What makes a man turn neutral? Lust for gold? Power? Or were you just born with a heart full of neutrality?"
2, 15, Kif, "Um, sir, you're supposed to be cutting the ribbon right now."
2, 15, Zapp, "No matter. I'll simply cut it from here with the ship's laser."
2, 15, Kif, "Sir, I don't think that's wise."
2, 15, Zapp, "Kif, if there's one thing I don't need it's your I-don't-think-that's-wise attitude."
2, 15, Zapp, "Whoopsie-daisy!"
2, 15, Glab, "Zapp Brannigan, you stand accused of blowing up DOOP headquarters. How do you plead?"
2, 15, Zapp, "Absolutely 99% not guilty."
2, 15, Glab, "Then the prosecutor will call his first witness."
2, 15, Hyper-Chicken, "Your Honour, I'm just a simple Hyper-Chicken from a backwoods asteroid but if it please the court I reckon I'll call the entire jury."
2, 15, Glab, "I'm going to allow this."
2, 15, Hyper-Chicken, "Members of the jury ...  ... did y'all happen to catch a gander at who blew up that there DOOP headquarters?"
2, 15, Juror #1, "That's the guy, right there."
2, 15, Juror #2, "Oh, yeah, right there."
2, 15, Small Glurmo #1, "That one."
2, 15, Hyper-Chicken, "And are y'all gonna vote to convict him?"
2, 15, Neptunian, "You'd better believe it."
2, 15, Juror #1, "You bet."
2, 15, Glab, "The jury is instructed to disregard its own testimony."
2, 15, Hyper-Chicken, "Your Honour, the prosecution rests."
2, 15, Glab, "The evidence against Zapp Brannigan is strong. However, in light of his years of service, and the incompetence of this hillbilly prosecutor, I'm afraid I must dismiss all charges."
2, 15, Leela, "Dismiss all charges? Your Honour, I know the case is closed and you've rendered your verdict, but I wanna testify."
2, 15, Glab, "I'm going to allow this."
2, 15, Hyper-Chicken, "Now, Miss Leela, on the date in question, were you or were you not wearing a hoop skirt?"
2, 15, Leela, "That's a stupid question. What matters is Zapp Brannigan is the sorriest captain I've ever seen, and I saw the idiot blow up DOOP headquarters with my own eye."
2, 15, Zapp, "I'd like to cross-examine the witness."
2, 15, Glab, "I'm going to allow this."
2, 15, Zapp, "We've met before have we not?"
2, 15, Leela, "Yes."
2, 15, Zapp, "And on that occasion, did you have sex with someone? May I remind you you are still under oath."
2, 15, Leela, "Yes."
2, 15, Zapp, "Please point out the person in this courtroom you had sex with.  And his name is?"
2, 15, Leela, "Zapp Brannigan."
2, 15, Zapp, "The very same Zapp Brannigan who did not blow up DOOP headquarters. I rest my case."
2, 15, Glab, "Ladies and gentlemen of the jury, you may begin your deliberations."
2, 15, Small Glurmo #1, "Your Honour, we have reached a verdict. We find the defendant ... guilty."
2, 15, Glab, "Zapp Brannigan, you are hereby stripped of your rank as captain and dismissed from the DOOP."
2, 15, Zapp, "I'd like to make one final statement. Kif, c'mere and hold up the flag.  And wave it a little, for God's sakes. My friends, you can take away a man's title and his uniform but you can never take away his integrity or his honour. Plus it was mostly Kif's fault."
2, 15, Kif, "What?"
2, 15, Glab, "Kif Kroker, you are also stripped of your rank and dishonourably discharged."
2, 15, Zapp, "One day a man has everything, the next day he blows up a $400 billion space station and the next day he has nothing. It makes you think."
2, 15, Kif, "No, it doesn't."
2, 15, Zapp, "Come, Kif, it's time to begin our life as civilians.  That's an order, soldier."
2, 15, Fry, "Hey, Bender?"
2, 15, Bender, "Yeah?"
2, 15, Leela, "Alright, this is the third hose fight I've broken up today and the second one using actual hoses. Now move your lazy asses and start scrubbing the ship like I ordered you to."
2, 15, Fry, "You don't have to get so mad, Leela."
2, 15, Bender, "Yeah, Fry already wiped off some of the dirt with his finger."
2, 15, Leela, "Zapp?"
2, 15, Zapp, "Leela, I didn't know where else to turn. You're the only woman who ever loved me."
2, 15, Leela, "I never loved you."
2, 15, Zapp, "I mean physically."
2, 15, Leela, "What do you want?"
2, 15, Zapp, "Just let me work for a little food. Perhaps I could paint a fence, or service you sexually, or mop the floors."
2, 15, Leela, "You don't know how to do any of those things."
2, 15, Zapp, "Kif might."
2, 15, Farnsworth, "Leela, who are you talking to?"
2, 15, Zapp, "Just a broken-down hobo who's hit rock-bottom. And his commanding officer."
2, 15, Farnsworth, "Why, you're that disgraced starship captain.  Having him on staff will distract people from our horrendous safety record.  Come in."
2, 15, Farnsworth, "I'd like everyone to meet our new employees.   Which ones are new?"
2, 15, Hermes, "The green dude and the fat man."
2, 15, Farnsworth, "Hmm, I could swear I've never seen that robot before either."
2, 15, Bender, "I'm Bender. You know? The lovable rascal."
2, 15, Farnsworth, "Oh, yes, yes. My good friend, of course.  Anyway, whoever you all are, I have good news. You'll be making a delivery to Stumbos 4, a planet with such high gravity you'll most likely be crushed under the weight of your own hair. Enjoy!"
2, 15, Zapp, "So, this Leela. I know she's a very sensuous woman but what manner of captain is she?"
2, 15, Fry, "She's really strict."
2, 15, Bender, "And mean."
2, 15, Zapp, "I see. Does she by any chance give the crewmembers spankings?"
2, 15, Fry, "No, she just makes us do work and stuff."
2, 15, Zapp, "Good, good. But should she ever institute some sort of bare-bottom spanking policy, let me go in your place. I won't have my comrades harmed."
2, 15, Bender, "Hey, this guy's alright!"
2, 15, Zapp, "Here's to us poor schmoes working for the man. Even if he is a hot, sexy, female man."
2, 15, Kif, "I've computed out landing co-ordinates, Captain."
2, 15, Leela, "Thanks, Kif. Very nice work."
2, 15, Kif, "Wait, what?"
2, 15, Leela, "I said ""very nice work""."
2, 15, Kif, "This is the happiest day of my life."
2, 15, Leela, "OK, crew, listen up. Your job is to delivery these 40 pillows to that hotel."
2, 15, Bender, "They're not very heavy but you don't hear me not complaining."
2, 15, Leela, "They're not heavy in here because we have an anti-grav pump. But once you get out on the surface the gravity will be very intense."
2, 15, Fry, "Hey, no prob', this lead apron'll protect me."
2, 15, Leela, "I don't want any screw-ups. Use the hover-dolly and just deliver one pillow at a time."
2, 15, Bender, "Hey, here's an idea, let's deliver all the pillows at once."
2, 15, Fry, "Yeah!"
2, 15, Zapp, "That's using the old noodle!"
2, 15, Zapp, "Come on, girdle. Hold!"
2, 15, Bender, "Uh-oh."
2, 15, Leela, "What the hell happened?"
2, 15, Bender, "Some breaking occurred, the dolly was involved, that's about all we know."
2, 15, Leela, "I told you dumb apes not to overload it. Each of those pillows weighs 150lbs here."
2, 15, Fry, "Alright, don't get your panties in a knot. We'll just use the back-up dolly."
2, 15, Bender, "I'll start loading up the pillows."
2, 15, Leela, "No way, Jack. You disobeyed an order, so now you have to deliver all 40 pillows by hand."
2, 15, Zapp, "Let me ask you a serious question, Leela"
2, 15, Leela, "Just get to work."
2, 15, Bender, "I'm Leela, get to work, neh, neh, neh."
2, 15, Fry, "I agree."
2, 15, Kif, "The point is, it's just so humiliating working for that man. Once, he actually ordered me to ... shave his armpits while he was in the bathtub. So, I said--"
2, 15, Leela, "Y'know, why don't we talk about something besides Zapp for a while?"
2, 15, Kif, "Oh, alright. Um ... well ... how 'bout then, um... OK, well, there he was in the tub, alright?"
2, 15, Fry, "Ah, some good old high-gravity rain. That'll cool us off."
2, 15, Bender, "This is all Leela's fault."
2, 15, Fry, "Yeah. If she had let us use the back-up dolly, we could have broken it, given up and gone home by now."
2, 15, Zapp, "Y'know, boys, a good captain needs many skills, such as boldness, daring and a velour uniform. And I'm not convinced Leela has any of those things."
2, 15, Fry, "Ah, Leela's not that bad. I just wish she didn't make us work so much."
2, 15, Zapp, "Back when I was captain all I asked from my men was their complete loyalty. If I had that, then for all I cared they could sit around the whole day drinking beer in their underpants."
2, 15, Bender, "Beer?"
2, 15, Fry, "Underpants?"
2, 15, Kif, "But now, Zapp's not captain anymore. I'm free!  Oh, you hear that? I'm actually laughing!"
2, 15, Fry, "This is a mutiny."
2, 15, Bender, "You're outta here, lady. Zapp's the new captain."
2, 15, Fry, "All hail the new captain."
2, 15, Zapp, "Leela, you might be a formidable do-er of the nasty but I am forced to relieve you of your post."
2, 15, Leela, "On what grounds, you slobbering oaf?"
2, 15, Zapp, "Failure to prevent a mutiny. Throw her in the brig."
2, 15, Fry, "We don't have a brig."
2, 15, Zapp, "Then throw her in the laundry room, which will hereafter be referred to as ""the brig""."
2, 15, Leela, "You really don't want me to be captain anymore?"
2, 15, Bender, "You got it, genius."
2, 15, Leela, "But, didn't I do a good job?"
2, 15, Fry, "You were mean and you yelled and you made us do all that work."
2, 15, Leela, "Sometimes a captain needs to do those things. Besides I, I thought we were friends."
2, 15, Fry, "Yeah, well, you shouldn't have been such a mean captain then."
2, 15, Bender, "Don't worry, Leela. Soon we'll be able to look back on this and laugh."
2, 15, Zapp, "Back in my old uniform, and it nearly still fits. Even after all that fattening hobo cuisine."
2, 15, Kif, "What shall I do with your civilian clothes, sir?"
2, 15, Zapp, "Take them to the laundry-brig.  So, do I have your loyalty, men?"
2, 15, Bender, "To the ends of the universe."
2, 15, Fry, "Ten hundred percent!"
2, 15, Zapp, "That's not nearly loyal enough. I order you to sit around and drink beer until you're as loyal as Kif here."
2, 15, Bender, "Yes, sir, sir!"
2, 15, Kif, "Um, may I have a beer, sir?"
2, 15, Zapp, "No. You're loyal enough already. Meanwhile, I have a plan. We will single-handedly attack our archenemy the Neutral Planet."
2, 15, Kif, "Oh, jeez."
2, 15, Zapp, "Once the neutral war machine lies in ruins, I'll be a hero again and the DOOP will reinstate me as captain."
2, 15, Kif, "But, sir, that plan makes no sense."
2, 15, Zapp, "Maybe not to you, Kif, but if I recall correctly, you were court-martialled in disgrace."
2, 15, Fry, "Ooh, burn!"
2, 15, Bender, "Nailed you, buddy!"
2, 15, Zapp, "Prepare to continue the epic struggle between good and neutral."
2, 15, Fry, "This is awesome! We're gonna be like pow-pow-pow, and they're gonna be like ...  ... and then we'll have pancakes to celebrate and I'll be like..."
2, 15, Zapp, "Precisely. Now, in the name of all that is good and honourable, we'll call the Neutral President with a message of peace, then blast him."
2, 15, Bender, "Yes, sir, sirdy-sir-sir-sir!"
2, 15, Zapp, "Fly the white flag of war."
2, 15, Zapp, "This is Zapp Brannigan of the good ship ... Planet Express Ship. I come swinging the olive branch of peace."
2, 15, Neutral President's Aide, "Should we trust him, Your Neutralness?"
2, 15, Neutral President, "All I know is my gut says maybe."
2, 15, Bender, "What now, chief?"
2, 15, Zapp, "Now we crash the ship into their headquarters, killing them in a hellish firestorm from which no living thing can escape."
2, 15, Fry, "Good, good, then what?"
2, 15, Zapp, "Then your mission is complete. I, meanwhile, will have ejected to safety, wearing the only spacesuit on board."
2, 15, Fry, "Wait a second. Is this plan gonna kill us?"
2, 15, Zapp, "Of course. What do you think I meant by ""loyalty""? Now help me into the only spacesuit. It looks a bit sweaty in there so you may need to apply baby powder."
2, 15, Fry, "Leela, we want you to be captain again."
