Season, Episode, Character, Line
1, 2, Bender, Hey, rich girl. Look over here! It's me, Bender. I'm being entertaining.   Look at my head. It's all painted! Look at my head! I got a big, old head, hey! Ho!   Alright, show's over, I'm tired.
1, 2, Farnsworth, Ah, to be young again. And also a robot. Now, as I recall, you youngsters have a package to deliver.
1, 2, Fry, Finally! Come on, Bender. Let's mosey!
1, 2, Bender, Nice catch, idiot!
1, 2, Fry, So where are we going anyway?
1, 2, Leela, Nowhere special. The moon.
1, 2, Fry, The moon? The moon moon? Wow! I'm gonna be a famous hero just like Neil Armstrong and those other brave guys no one ever heard of!
1, 2, Amy, Oh, I love stuff like the moon! Can I come, Leela?
1, 2, Leela, Well ... I guess so. Just be careful. I'd like to hold off any major screw-ups until at least my second day as captain.
1, 2, Farnsworth, Nothing will go wrong.   If something goes wrong, bring back the blood.
1, 2, Fry, Can I do the countdown?
1, 2, Leela, Huh? Oh, sure. Knock yourself out.
1, 2, Fry, Ten ...  ... nine--
1, 2, Leela, OK, we're here!
1, 2, Fry, Eightsevensixfivefourthreetwooneblastoff!
1, 2, Fry, Hurry up! I wanna see the moon!
1, 2, Leela, Relax. It's open till 9.
1, 2, Fry, That's one small step for Fry--
1, 2, Man, And one giant line for admission!
1, 2, Fry, Wow!  Um, can I have cuts?
1, 2, Man, Hmm ... no!
1, 2, Fry, You're not gonna believe this but they landed an amusement park on the moon!
1, 2, Amy, Guh! It's the happiest place orbiting Earth.
1, 2, Fry, Let's go, already!
1, 2, Leela, Fry, we have a crate to deliver.
1, 2, Fry, Let's just dump it in the sewer and say we delivered it.
1, 2, Bender, Too much work. Let's burn it and say we dumped it in the sewer.
1, 2, Leela, OK, if everyone's finished being stupid--
1, 2, Fry, I had more but you go ahead.
1, 2, Leela, We'll deliver that crate like professionals and then we'll go home.
1, 2, Fry, But I've never been to the moon before.
1, 2, Leela, Alright. We'll deliver that crate like professionals ... and then we'll go ride the bumper cars.  Amy, why don't you help Fry hoist down the crate. Then lock up when you're done. Just be careful.
1, 2, Amy, Aye, aye, Captain! I mean only one eye. I mean, yes, sir-- Um, ma'am!
1, 2, Amy, Clear?
1, 2, Fry, Clear!
1, 2, Amy, Ready to hoist?
1, 2, Fry, Ready!
1, 2, Amy, Ow!
1, 2, Fry, My first space delivery.
1, 2, Fry, Uh, greetings, Moon Man. We come in peace. I am Fry from the planet Earth.
1, 2, Sal, Wise guy, huh? If I wasn't so lazy I'd punch you in the stomach.
1, 2, Fry, But you are lazy, right?
1, 2, Sal, Oh, don't get me started.
1, 2, Craterface, Hi, I'm Craterface! Welcome to Luna Park. I'll have to confiscate your alcohol, sir.
1, 2, Bender, Better mascots than you have tried.
1, 2, Craterface, At least I still have my self respect!
1, 2, Leela, Who buys this trash?
1, 2, Bender, Idiots who need gifts for other idiots.
1, 2, Fry, Hey, I got you guys refrigerator magnets.
1, 2, Bender, Get it off! Get it off! Get it-- Uh-oh!   How many roads must a man walk down, before you--   Keep those things off of me! Magnets screw up my inhibition unit!
1, 2, Fry, So you flip out and start acting like some crazy folk singer?
1, 2, Bender, Yes. I guess a robot would have to be crazy to wanna be a folk singer.
1, 2, Whalerbots, We're whalers on the moon,We carry a harpoon,But there ain't no whales,So we tell our tall tale,And sing our whaling tune!
1, 2, Whalerbot, Bender, hey, Bender! Over here!
1, 2, Bender, Oh, jeez! I went to high school with that guy!
1, 2, Announcer, Monsanto presents
1, 2, Gopher #1, Why does a moon rock taste better than an Earth rock?
1, 2, Gopher #2, Because it's a little meteor!
1, 2, Fry, This is weak!
1, 2, Gopher #1, Address all complaints to the Monsanto corporation.
1, 2, Leela, What's wrong, Fry?
1, 2, Fry, I don't know. This place is great and all but its just so artificial. The gravity, the air, the gophers. You might as well stay on Earth.  That's what I came to see! I wanna go out there and jump around like an astronaut. Screw this phoney stuff!
1, 2, Leela, But the phoney stuff is what's fun. It's boring out there.
1, 2, Bender, Yeah! You're the kind of guy who visits Jerusalem and doesn't want to see the Sexeteria!
1, 2, Leela, Maybe I should take Fry on the Luna Rover ride. You get to wear a space suit and drive around on the surface. And the line's short because it's educational.
1, 2, Fry, I don't care how educational it is. Let's do it!
1, 2, Bender, Next year in Jerusalem!
1, 2, Fry, Finally! Get ready for some serious moon action.
1, 2, Narrator, The story of lunar exploration started with one man. A man with a dream.
1, 2, Ralph Kramden-bot, One of these days, Alice. Bang! Zoom! Straight to the moon!
1, 2, Leela, Wow, I never realised the first astronauts were so fat!
1, 2, Fry, That's not an astronaut, it's a TV comedian. And he was just using space travel as a metaphor for beating his wife.
1, 2, Amy, Wow! I could swear I was really playing virtual skeeball!  Hm?
1, 2, Bender, Look, it's that crate we were gonna throw in the sewer.
1, 2, Amy, The keys to the ship!  They must have fallen into the crate! Leela's gonna kill me!
1, 2, Bender, Nah. She'll probably make me do it.
1, 2, Amy, Mister? Could you please get those keys out for me?
1, 2, Sal, What do I look like? A guy who's not lazy?
1, 2, Narrator, No one knows where, when or how Man first landed on the moon.
1, 2, Fry, I do.
1, 2, Narrator, But our fun-gineers think it might have happened something like this
1, 2, Whalerbots, We're whalers on the moon,
1, 2, Gophers, We carry a harpoon,
1, 2, Whalerbots, and   But there ain't no whales so we tell a tall tale...
1, 2, Leela, And sing a whaling tune. We're whalers on the moon--
1, 2, Fry, That's not how it happened.
1, 2, Leela, Oh, really? I don't see you with a fun-gineering degree!
1, 2, Fry, This is stupid. I'm taking this thing out to the real moon.
1, 2, Leela, Fry, no. This is my first mission and I'm not gonna let us get in any trouble. Besides, the car's on a track.
1, 2, Fry, Not for long!
1, 2, Whalerbot, Ooh! Ah! I died doin' what I loved.
1, 2, Leela, OK, you're on the surface. Now I'll give you 10 minutes. Then you'll get bored, turn around and apologise for being such a jerk. Agreed?
1, 2, Fry, Agreed.  Yeah! Crank up the radio!
1, 2, Whalerbots, We're whalers on the--
1, 2, Fry, Yee-haw!
1, 2, Leela, Time's up. Make a U-turn at the next crater.
1, 2, Fry, No, not yet. How 'bout we go look for the original moon landing site?
1, 2, Leela, That's crazy! It's been lost for centuries!
1, 2, Fry, Well I'm feelin' lucky!  Uh ... I'm ready to go back now.
1, 2, Fry, We're gonna die! It's every man for himself!  Help me, Leela!  You did it! We're safe!
1, 2, Leela, No. Now we're gonna die.
1, 2, Fry, It's every man for himself.
1, 2, Bender, Hey, look what I won from a tourist's pocket!
1, 2, Amy, Shut up. You're distracting me.
1, 2, Bender, Come on, it's just like making love. Y'know
1, 2, Amy, I know how to make love!
1, 2, Bender, Here, let me do it.  Ah, lousy arm. Must be rigged!  That's her, officers!  Uh, that's the woman who programmed me for evil!
1, 2, Bender, Yeah, well, I'm gonna go build my own theme park, with blackjack and hookers. In fact, forget the park!
1, 2, Fry, I'm sorry, Leela, I can't go on any further. Just leave me to die in that barn over there.
1, 2, Leela, Thank God!
1, 2, Hydroponic Farmer, Trespassers, eh?
1, 2, Fry, No, sir. We're amusement park patrons.
1, 2, Farmer, Ooh, that's a wicked sinful place. Tilt-a-whirl's OK, but the rest is mighty wicked.
1, 2, Leela, Our car broke down and we're out of oxygen. Can we borrow some?
1, 2, Farmer, Huh, borry? Looky here, city girl, oxygen don't grow on trees. You'll have to earn it doing chores on my hydroponic farm. You can go back to your precious theme park at sun up.
1, 2, Fry, I guess we could do chores for a few hours.
1, 2, Leela, Fry, night lasts two weeks on the moon.
1, 2, Farmer, Yup. Drops down to -173!
1, 2, Fry, Fahrenheit or Celsius?
1, 2, Farmer, First one, then th'other. And them spacesuits ain't a-heated so you ain't goin' nowhere till sunrise. You can sleep in the barn. Just don't be a-touchin' my three beautiful robot daughters. Y'hear?
1, 2, Fry, Robot daughters?
1, 2, Farmer, This here is Lulabelle 7.
1, 2, Lulabelle 7, Yoo-hoo!
1, 2, Farmer, Daisy-Mae 128K.
1, 2, Daisy-Mae 128K, Yoo-hoo!
1, 2, Farmer, And the Crushinator.
1, 2, Crushinator, Yoo-hoo.
1, 2, Fry, Whoa!
1, 2, Leela, I told you to turn around and go back to the park. But oh, no, the park was too phoney. We had to see the real moon.
1, 2, Fry, And it was great! We got to see craters and rocks and that one incredible rock that looked like a crater and ... and these fellas.
1, 2, Leela, Fry, face it
1, 2, Fry, I guess I can't.
1, 2, Farmer, I'll learn ye to sleep with my robot daughters!
1, 2, Bender, He'll never find me in here.
1, 2, Leela, Bender?
1, 2, Fry, Oh, Bender. You didn't touch the Crushinator, did you?
1, 2, Bender, Of course not. A lady that fine you gotta romance first.
1, 2, Farmer, Oh, no you don't! C'mere, Crushinator.
1, 2, Crushinator, Yes, Pa.
1, 2, Fry, It's too low.
1, 2, Leela, Hang on. Hang on. Jump!  Hold on to your helmet!
1, 2, Farmer, God darn it, Crushinator, jump!
1, 2, Crushinator, No, Pa. I love him.
1, 2, Fry, Hey, cool! Dark side of the moon!
1, 2, Leela, Nightfall's coming.  Hurry, before we freeze.
1, 2, Bender, What do you mean we, mammal?
1, 2, Farnsworth, Oh, dear! I really ought to do something. But I am already in my pyjamas.
1, 2, Leela, We can't outrun it forever.
1, 2, Fry, Over there! Look! It's the moon landing site! We found it!
1, 2, Leela, Quick, get in.
1, 2, Fry, It's that flag from MTV! And Neil Armstrong's footprint!  Hey! My foot's bigger! Leela, isn't this the greatest thing you've ever seen?
1, 2, Leela, Fry, look around. It's just a crummy plastic flag and a dead man's tracks in the dust.  Now get in here before you freeze.
1, 2, Bender, Oh, no room for Bender, huh? Fine! I'll go build my own lunar lander, with blackjack and hookers. In fact, forget the lunar lander and the blackjack. Ah, screw the whole thing.
1, 2, Leela, Well if the oxygen holds out we might live long enough to starve to death.
1, 2, Fry, Look, Leela, I'm sorry. I never should have dragged you out here.
1, 2, Leela, That's right, you shouldn't have. I still don't get what the big attraction is.
1, 2, Fry, I never told anybody this but a thousand years ago I used to look up at the moon and dream about being an astronaut. I just didn't have the grades. Nor the physical endurance. Plus I threw up a lot and nobody liked spending a week with me.
1, 2, Leela, A week would be a little much.
1, 2, Fry, The moon was like this awesome, romantic, mysterious thing, hanging up there in the sky where you could never reach it, no matter how much you wanted to.  But you're right. Once you're actually here it's just a big dull rock. I guess I just wanted you to see it through my eyes, the way I used to.
1, 2, Leela, Fry, look. . It really is beautiful. I don't know why I never noticed before.
1, 2, Farmer, Had to come back for the Crushinator, eh, robot? Well I got you this time.
1, 2, Fry, It's Amy! We're saved!
1, 2, Leela, Amy? Where'd she learn to operate the controls like that?
1, 2, Bender, Not the magnet! No! No! No--  Uh-oh!
1, 2, Bender, She'll be comin' round the mountain when she comes,She'll be comin' round the mountain when she comes-- I'll kill you Amy! She'll be comin' round the mountain,She'll be comin' round the mountain,She'll be comin'--
1, 2, Farmer, Aw, dang it!
1, 2, Bender, She'll be riding six white horses when she comes,She'll be riding six white horses when she comes-- Hey, I'm pretty good! She'll be riding six white horses...
1, 2, Leela, So, Fry, was the real moon anything like the moon you used to dream about?
1, 2, Fry, Well ... close enough!
1, 2, Bender, Well I'll shoot her with my ray gun when she comes,Yes, I'll shoot her with my ray gun when she comes,Yes, I'll shoot her with my ray gun,Oh, I'll shoot her with my ray gun,Yes, I'll shoot her with my ray gun when she comes,When she comes!I'll be blastin' all the humans in the world,I'll be blastin' all the humans in the world, I'll be blastin' all the humans, I'll be blastin' all the humans, I'll be blastin' all the humans in the world,In the world! One more time!
1, 3, Bender, Hey!
1, 3, Hermes, Fry, mon, if you're going to be living in the office you could at least be on time for work.
1, 3, Fry, I'm sorry. I was up really late poking through people's desks.
1, 3, Hermes, Alright, people. I will now outline today's 12-point agenda. We'll begin with point one, then race forward--
1, 3, Hermes, Concerning our pest problem
1, 3, Leela, What the hell are you doing? You're getting a huge dose of radiation!
1, 3, Fry, And great lift!
1, 3, Leela, Do you know how long it's going to take me to recalibrate these engines?
1, 3, Fry, Hey! When you look this good, you don't have to know anything.
1, 3, Leela, Professor, We need to talk to you about Fry.
1, 3, Bender, That's right, we want some money— Wait. What's this about Fry?
1, 3, Leela, He's a nice guy but we think it's about time he got his own place.
1, 3, Farnsworth, Oh, fuff! He's not causing any trouble. Now, if you don't mind, I'm rather busy. I seem to have mislaid my alien mummy.  This sarcophagus should contain the remains of Emperor Nimballa, who ruled Zuban 5 over 29 million years ago.
1, 3, Fry, Hey, Professor, great jerky!
1, 3, Farnsworth, My God, this is an outrage! I was going to eat that mummy! Fry has got to go!
1, 3, Announcer, Bachelor Chow, now with flavour!
1, 3, Commentator, And Bigfoot is down!
1, 3, Fry, Sheesh! 40,000 channels and only 150 have anything good on.
1, 3, Announcer, All My Circuits is brought to you by Robo Fresh
1, 3, Calculon, I've been processing this for some time, Monique, and, well, will you marry me?
